CASE NUMBER,CITY,ZIP,MONTH,YEAR,DISPO TYPE,ANSWER,MONEY JUDGMENT,DEFAULT
37-2019-00053204-CL-UD-CTL,Chula Vista,91913,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00053228-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053249-CL-UD-CTL,Fallbrook,92028,10,2019,Court finding,Y,"Y, N",N
37-2019-00053279-CL-UD-CTL,Escondido,92025,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053281-CL-UD-CTL,San Diego,92110,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053315-CL-UD-CTL,San Diego,92105,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053317-CL-UD-CTL,Vista,92084,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00053319-CL-UD-CTL,Spring Valley,91977,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053337-CL-UD-CTL,SAN DIEGO,92110,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053484-CL-UD-CTL,Vista,92084,10,2019,Court finding,Y,"N, N",N
37-2019-00053485-CL-UD-CTL,Chula Vista,91913,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00053489-CL-UD-CTL,Carlsbad,92008,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00053606-CL-UD-CTL,Ramona,92065,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00053617-CL-UD-CTL,Chula Vista,91913,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053623-CL-UD-CTL,Oceanside,92056,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053644-CL-UD-CTL,Chula Vista,91915,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00053654-CL-UD-CTL,San Diego,92116,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00053655-CL-UD-CTL,San Diego,92115,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053656-CL-UD-CTL,Escondido,92027,10,2019,Stipulated judgment,Y,N,N
37-2019-00053672-CL-UD-CTL,Rancho Santa Fe,92091,10,2019,Stipulated judgment,Y,N,N
37-2019-00053691-CL-UD-CTL,San Diego,92105,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00053695-CL-UD-CTL,El Cajon,92020,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053764-CL-UD-CTL,San Diego,92131,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053785-CL-UD-CTL,Chula Vista,91910,10,2019,Court finding,N,"Y, N, N",Y
37-2019-00053871-CL-UD-CTL,San Diego,92106,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053880-CL-UD-CTL,Carlsbad,92008,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053917-CL-UD-CTL,La Jolla,92037,10,2019,Default judgment by clerk,N,N,Y
37-2019-00053947-CL-UD-CTL,San Diego,92115,10,2019,Court finding,Y,N,N
37-2019-00053984-CL-UD-CTL,El Cajon,92021,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054002-CL-UD-CTL,San Marcos,92069,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00054029-CL-UD-CTL,TECATE,91980,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054047-CL-UD-CTL,San Diego,92105,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054055-CL-UD-CTL,San Diego,92122,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00054064-CL-UD-CTL,Chula Vista,91910,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054139-CL-UD-CTL,Vista,92084,10,2019,Request for Dismissal,N,N,Y
37-2019-00054226-CL-UD-CTL,Spring Valley,91977,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054272-CL-UD-CTL,San Diego,92122,10,2019,Court finding,Y,N,N
37-2019-00054273-CL-UD-CTL,Fallbrook,92028,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054332-CL-UD-CTL,El Cajon,92021,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054339-CL-UD-CTL,San Diego,92102,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054372-CL-UD-CTL,SAN DIEGO,92113,10,2019,Stipulated judgment,Y,"N, N",N
37-2019-00054430-CL-UD-CTL,Lakeside,92040,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00054448-CL-UD-CTL,Chula Vista,91911,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00054462-CL-UD-CTL,EL CAJON,92021,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054483-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00054501-CL-UD-CTL,El Cajon,92021,10,2019,Stipulated judgment,Y,N,N
37-2019-00054504-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00054511-CL-UD-CTL,Spring Valley,91977,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054544-CL-UD-CTL,San Diego,92124,10,2019,Court finding,Y,"N, Y",N
37-2019-00054568-CL-UD-CTL,San Diego,92124,10,2019,Default judgment by court,N,Y,Y
37-2019-00054579-CL-UD-CTL,National City,91950,10,2019,Court finding,Y,N,Y
37-2019-00054612-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00054621-CL-UD-CTL,Oceanside,92056,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054651-CL-UD-CTL,Carlsbad,92008,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00054709-CL-UD-CTL,Poway,92064,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054765-CL-UD-CTL,San Diego,92102,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00054791-CL-UD-CTL,San Diego,92116,10,2019,,Y,N,N
37-2019-00054815-CL-UD-CTL,San Diego,92115,10,2019,Default judgment by clerk,N,N,N
37-2019-00054820-CL-UD-CTL,El cajon,92020,10,2019,Default judgment by court,N,"N, N",Y
37-2019-00054836-CL-UD-CTL,El Cajon,92020,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00054868-CL-UD-CTL,San Diego,92115,10,2019,Request for Dismissal,N,N,Y
37-2019-00054884-CL-UD-CTL,Escondido,92025,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00054894-CL-UD-CTL,SAN DIEGO,92109,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054900-CL-UD-CTL,San Diego,92104,10,2019,Default judgment by clerk,N,N,Y
37-2019-00054920-CL-UD-CTL,San Diego,92104,10,2019,Court finding,Y,"N, Y",N
37-2019-00055067-CL-UD-CTL,Chula Vista,91911,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00055075-CL-UD-CTL,Santee,92071,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00055088-CL-UD-CTL,Escondido,92025,10,2019,Stipulated judgment,Y,"N, Y",N
37-2019-00055093-CL-UD-CTL,San Diego,92107,10,2019,Court finding,Y,"N, Y",N
37-2019-00055102-CL-UD-CTL,El Cajon,92020,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00055120-CL-UD-CTL,El Cajon,92020,10,2019,Default judgment by court,N,"N, N",Y
37-2019-00055135-CL-UD-CTL,EL CAJON,92020,10,2019,Default judgment by court,N,Y,Y
37-2019-00055137-CL-UD-CTL,ESCONDIDO,92027,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00055151-CL-UD-CTL,OCEANSIDE,92057,10,2019,Request for Dismissal,N,N,Y
37-2019-00055152-CL-UD-CTL,San Diego,92107,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055182-CL-UD-CTL,Spring Valley,91978,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055189-CL-UD-CTL,Chula Vista,91910,10,2019,Court finding,Y,N,N
37-2019-00055206-CL-UD-CTL,EL CAJON,92021,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055207-CL-UD-CTL,Carlsbad,92008,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00055209-CL-UD-CTL,Imperial Beach,91932,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055216-CL-UD-CTL,San Diego,92123,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00055224-CL-UD-CTL,San Diego,92108,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055249-CL-UD-CTL,San Marcos,92069,10,2019,Court finding,Y,"Y, N",N
37-2019-00055265-CL-UD-CTL,Chula Vista,91910,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00055284-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00055336-CL-UD-CTL,San Marcos,92069,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055346-CL-UD-CTL,San Diego,92104,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055359-CL-UD-CTL,San Marcos,92069,10,2019,Default judgment by court,N,"N, N",Y
37-2019-00055361-CL-UD-CTL,Carlsbad,92011,10,2019,Default judgment by court,N,"N, N",Y
37-2019-00055387-CL-UD-CTL,Carlsbad,92009,10,2019,Court-ordered dismissal,Y,N,Y
37-2019-00055395-CL-UD-CTL,Oceanside,92056,10,2019,Court finding,Y,"N, Y",N
37-2019-00055444-CL-UD-CTL,Escondido,92026,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00055464-CL-UD-CTL,San Diego,92117,10,2019,Court finding,Y,N,N
37-2019-00055472-CL-UD-CTL,Vista,92083,10,2019,Court finding,Y,N,N
37-2019-00055520-CL-UD-CTL,Vista,92083,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00055522-CL-UD-CTL,Vista,92084,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00055557-CL-UD-CTL,Chula Vista,91911,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00055564-CL-UD-CTL,San Diego,92105,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055576-CL-UD-CTL,El Cajon,92021,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055578-CL-UD-CTL,El Cajon,92021,10,2019,Court finding,Y,"Y, N",Y
37-2019-00055603-CL-UD-CTL,San Diego,92111,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055614-CL-UD-CTL,San Diego,92104,10,2019,Default judgment by clerk,N,Y,Y
37-2019-00055660-CL-UD-CTL,Lemon Grove,91945,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055672-CL-UD-CTL,San Diego,92154,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00055677-CL-UD-CTL,Chula Vista,91910,10,2019,Request for Dismissal,N,"N, Y",Y
37-2019-00055697-CL-UD-CTL,San Ysidro,92173,10,2019,Court finding,Y,"N, N",N
37-2019-00055723-CL-UD-CTL,San Diego,92109,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055766-CL-UD-CTL,EL CAJON,92021,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00055793-CL-UD-CTL,Vista,92084,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00055804-CL-UD-CTL,Chula Vista,91910,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055806-CL-UD-CTL,Chula Vista,91911,10,2019,Default judgment by court,N,"N, N",Y
37-2019-00055841-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00055878-CL-UD-CTL,San DIego,92104,10,2019,Default judgment by clerk,N,N,Y
37-2019-00055956-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00055959-CL-UD-CTL,San Diego,92103,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00055965-CL-UD-CTL,San Diego,92105,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00055971-CL-UD-CTL,San Diego,92115,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00055979-CL-UD-CTL,Spring Valley,91977,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056008-CL-UD-CTL,Chula Vista,91913,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056080-CL-UD-CTL,San Diego,92101,10,2019,Request for Dismissal,N,N,Y
37-2019-00056081-CL-UD-CTL,San Diego,92101,10,2019,Court finding,Y,N,N
37-2019-00056083-CL-UD-CTL,Escondido,92027,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00056089-CL-UD-CTL,San Diego,92126,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056095-CL-UD-CTL,San Diego,92139,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056105-CL-UD-CTL,Vista,92081,10,2019,Default judgment by court,N,Y,Y
37-2019-00056108-CL-UD-CTL,San Diego,92123,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00056113-CL-UD-CTL,San Diego,92110,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056117-CL-UD-CTL,Chula Vista,91910,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056125-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056145-CL-UD-CTL,San Diego,92120,10,2019,Court finding,Y,N,N
37-2019-00056151-CL-UD-CTL,Chula Vista,91910,10,2019,Default judgment by court,N,Y,Y
37-2019-00056165-CL-UD-CTL,Escondido,92027,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056179-CL-UD-CTL,San Diego,92126,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056186-CL-UD-CTL,Vista,92083,10,2019,Default judgment by court,N,Y,Y
37-2019-00056226-CL-UD-CTL,San Diego,92111,10,2019,Court finding,Y,"N, Y",N
37-2019-00056253-CL-UD-CTL,San Diego,92102,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056273-CL-UD-CTL,Escondido,92027,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056279-CL-UD-CTL,Chula Vista,91911,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056280-CL-UD-CTL,Encinitas,92024,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056283-CL-UD-CTL,Chula Vista,91911,10,2019,Court finding,Y,"Y, N",N
37-2019-00056311-CL-UD-CTL,Lakeside,92040,10,2019,Court finding,Y,"N, Y",Y
37-2019-00056320-CL-UD-CTL,El Cajon,92021,10,2019,Default judgment by court,N,"N, N",Y
37-2019-00056338-CL-UD-CTL,Santa Ysabel,92070,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056361-CL-UD-CTL,San Diego,92154,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056385-CL-UD-CTL,Spring Valley,91977,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056398-CL-UD-CTL,El Cajon,92021,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056405-CL-UD-CTL,San Diego,92105,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056408-CL-UD-CTL,San Diego,92115,10,2019,Court finding,Y,"N, Y",N
37-2019-00056409-CL-UD-CTL,San Diego,92105,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056410-CL-UD-CTL,San Diego,92105,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056418-CL-UD-CTL,San Diego,92116,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056441-CL-UD-CTL,San Diego,92105,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056449-CL-UD-CTL,Oceanside,92057,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056470-CL-UD-CTL,Lemon Grove,91945,10,2019,Court finding,Y,"N, N",Y
37-2019-00056479-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056499-CL-UD-CTL,El Cajon,92020,10,2019,Court finding,Y,"Y, N",N
37-2019-00056535-CL-UD-CTL,San Diego,92128,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00056567-CL-UD-CTL,Escondido,92025,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056603-CL-UD-CTL,San Diego,92127,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00056608-CL-UD-CTL,San Diego,92128,10,2019,Court finding,Y,"Y, N",N
37-2019-00056616-CL-UD-CTL,San Diego,92111,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00056622-CL-UD-CTL,Spring Valley,91977,10,2019,Default judgment by clerk,Y,N,Y
37-2019-00056623-CL-UD-CTL,SAN DIEGO,92105,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056630-CL-UD-CTL,Escondido,92027,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056638-CL-UD-CTL,SAN DIEGO,92105,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056642-CL-UD-CTL,Oceanside,92057,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056644-CL-UD-CTL,Escondido,92025,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056652-CL-UD-CTL,Escondido,92025,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056682-CL-UD-CTL,El Cajon,92020,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056729-CL-UD-CTL,OCEANSIDE,92054,10,2019,Default judgment by clerk,N,Y,Y
37-2019-00056732-CL-UD-CTL,Bonita,91902,10,2019,Request for Dismissal,N,N,N
37-2019-00056738-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by court,N,N,Y
37-2019-00056739-CL-UD-CTL,CHULA VISTA,91910,10,2019,Court finding,Y,"Y, N",N
37-2019-00056743-CL-UD-CTL,SAN DIEGO,92108,10,2019,Stipulated judgment,Y,N,N
37-2019-00056791-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00056815-CL-UD-CTL,San Diego,92101,10,2019,Court finding,Y,N,N
37-2019-00056819-CL-UD-CTL,Imperial Beach,91932,10,2019,Court finding,Y,"Y, N",N
37-2019-00056825-CL-UD-CTL,Imperial Beach,91932,10,2019,Default judgment by court,N,N,Y
37-2019-00056856-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056858-CL-UD-CTL,San Diego,92154,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00056866-CL-UD-CTL,Spring Valley,91977,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056867-CL-UD-CTL,Vista,92081,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00056872-CL-UD-CTL,San Diego,92154,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00056883-CL-UD-CTL,San Diego,92154,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056893-CL-UD-CTL,San Diego,92115,10,2019,Court finding,Y,"N, Y",N
37-2019-00056897-CL-UD-CTL,San Diego,92120,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00056913-CL-UD-CTL,Oceanside,92054,10,2019,Court finding,Y,"Y, N",N
37-2019-00056915-CL-UD-CTL,Escondido,92027,10,2019,Court finding,Y,"N, Y, Y",N
37-2019-00056927-CL-UD-CTL,Vista,92084,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056931-CL-UD-CTL,San Diego,92116,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056937-CL-UD-CTL,San Diego,92110,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056939-CL-UD-CTL,Chula Vista,91910,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00056945-CL-UD-CTL,Chula Vista,91914,10,2019,Default judgment by clerk,N,N,Y
37-2019-00056948-CL-UD-CTL,El Cajon,92021,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00056969-CL-UD-CTL,ESCONDIDO,92026,10,2019,Court finding,Y,"N, N, N",N
37-2019-00056976-CL-UD-CTL,Oceanside,92056,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00057007-CL-UD-CTL,San Diego,92105,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00057043-CL-UD-CTL,San Diego,92115,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057076-CL-UD-CTL,San Diego,92113,10,2019,Default judgment by court,N,Y,Y
37-2019-00057079-CL-UD-CTL,San Marcos,92069,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00057126-CL-UD-CTL,National City,91950,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00057127-CL-UD-CTL,Poway,92064,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00057137-CL-UD-CTL,El Cajon,92021,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057160-CL-UD-CTL,Solana Beach,92075,10,2019,Default judgment by court,N,"N, N",Y
37-2019-00057163-CL-UD-CTL,La Mesa,91942,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00057172-CL-UD-CTL,San Diego,92120,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00057173-CL-UD-CTL,San Diego,92102,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00057270-CL-BC-CTL,Santee,92071,10,2019,Court-ordered dismissal,Y,,N
37-2019-00057296-CL-UD-CTL,San Diego,92104,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00057298-CL-UD-CTL,San Diego,92154,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00057338-CL-UD-CTL,San Diego,92109,10,2019,Court finding,Y,"N, Y",N
37-2019-00057383-CL-UD-CTL,Escondido,92025,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057394-CL-UD-CTL,Escondido,92026,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057399-CL-UD-CTL,La Mesa,91941,10,2019,Default judgment by court,N,N,Y
37-2019-00057413-CL-UD-CTL,Escondido,92026,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00057426-CL-UD-CTL,San Diego,92121,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057427-CL-UD-CTL,Chula Vista,91910,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00057434-CL-UD-CTL,Escondido,92026,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057456-CL-UD-CTL,San Diego,92108,10,2019,Court finding,Y,"N, Y",N
37-2019-00057457-CL-UD-CTL,Spring Valley,91977,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057479-CL-UD-CTL,Coronado,92118,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00057482-CL-UD-CTL,Coronado,92118,10,2019,Court finding,Y,"Y, N",N
37-2019-00057486-CL-UD-CTL,Spring Valley,91977,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057510-CL-UD-CTL,Escondido,92026,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00057564-CL-UD-CTL,Escondido,92027,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057583-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00057590-CL-UD-CTL,Escondido,92027,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00057601-CL-UD-CTL,Ramona,92065,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057603-CL-UD-CTL,Vista,92083,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00057634-CL-UD-CTL,Alpine,91901,10,2019,Default judgment by court,N,N,Y
37-2019-00057641-CL-UD-CTL,EL CAJON,92021,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057665-CL-UD-CTL,San Diego,92116,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057677-CL-UD-CTL,San Diego,92124,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057680-CL-UD-CTL,San Diego,92154,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057746-CL-UD-CTL,El Cajon,92019,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057762-CL-UD-CTL,Escondido,92025,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057769-CL-UD-CTL,San Diego,92115,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00200168-CL-UD-CTL,,,10,2019,,N,,N
37-2019-00200170-CL-UD-CTL,,,9,2019,,N,,N
37-2019-00057821-CL-UD-CTL,Chula Vista,91910,10,2019,Default judgment by court,N,"Y, N",Y
37-2019-00057862-CL-UD-CTL,San Marcos,92069,10,2019,Default judgment by clerk,N,N,Y
37-2019-00057868-CL-UD-CTL,El Cajon,92020,10,2019,Court finding,Y,"Y, N",N
37-2019-00057873-CL-UD-CTL,La Mesa,91941,10,2019,Default judgment by court,N,"N, Y",Y
37-2019-00057913-CL-UD-CTL,San Diego,92101,10,2019,Default judgment by court,N,Y,Y
37-2019-00058249-CL-UD-CTL,Vista,92084,11,2019,Default judgment by clerk,N,N,Y
37-2019-00058315-CL-UD-CTL,Escondido,92026,11,2019,Default judgment by court,N,"Y, N",Y
37-2019-00058320-CL-UD-CTL,San Diego,92120,11,2019,Default judgment by court,N,"N, Y",Y
37-2019-00058332-CL-UD-CTL,National City,91950,11,2019,Default judgment by clerk,N,N,Y
37-2019-00058360-CL-UD-CTL,San Diego,92116,11,2019,Default judgment by clerk,N,N,Y
37-2019-00058421-CL-UD-CTL,San Diego,92105,11,2019,Default judgment by court,N,"N, Y",Y
37-2019-00058427-CL-UD-CTL,Vista,92084,11,2019,Default judgment by court,N,"N, Y",Y
37-2019-00058451-CL-UD-CTL,San Diego,92117,11,2019,Default judgment by clerk,N,N,Y
37-2019-00058516-CL-UD-CTL,Escondido,92026,11,2019,Default judgment by clerk,N,N,Y
37-2019-00058565-CL-UD-CTL,Escondido,92025,11,2019,Court finding,Y,"N, N",Y
37-2019-00058585-CL-UD-CTL,Ramona,92065,11,2019,Default judgment by clerk,N,N,Y
37-2019-00058599-CL-UD-CTL,SAN DIEGO,92126,11,2019,Default judgment by clerk,N,N,Y
37-2019-00058615-CL-UD-CTL,Oceanside,92056,11,2019,Default judgment by court,N,"Y, N",Y
37-2019-00058652-CL-UD-CTL,SAN DIEGO,92117,11,2019,Default judgment by court,N,"N, Y",Y
37-2019-00058657-CL-UD-CTL,San Diego,92105,11,2019,Default judgment by clerk,N,N,Y
37-2019-00058705-CL-UD-CTL,La Mesa,91941,11,2019,Default judgment by court,N,"Y, N",Y
37-2019-00058711-CL-UD-CTL,San Diego,92101,11,2019,Default judgment by court,N,"N, Y",Y
37-2019-00058807-CL-UD-CTL,Escondido,92027,11,2019,Default judgment by clerk,N,N,Y
37-2019-00058982-CL-UD-CTL,San Diego,92105,11,2019,Default judgment by clerk,N,N,Y
37-2019-00058996-CL-UD-CTL,San Diego,92105,11,2019,Court finding,Y,"Y, N",N
37-2019-00058998-CL-UD-CTL,Escondido,92026,11,2019,Default judgment by clerk,N,N,Y
37-2019-00059012-CL-UD-CTL,San Diego,92123,11,2019,Default judgment by clerk,N,N,Y
37-2019-00059015-CL-UD-CTL,Escondido,92026,11,2019,Default judgment by court,N,"Y, N",Y
37-2019-00059029-CL-UD-CTL,Spring Valley,91977,11,2019,Court finding,Y,"N, Y, N",Y
37-2019-00059043-CL-UD-CTL,Oceanside,92058,11,2019,Default judgment by court,N,Y,Y
37-2019-00059060-CL-UD-CTL,Chula Vista,91911,11,2019,Court finding,Y,"Y, N",N
37-2019-00059083-CL-UD-CTL,El Cajon,92021,11,2019,Default judgment by court,N,"Y, N",Y
37-2019-00059321-CL-UD-CTL,Escondido,92025,11,2019,Default judgment by court,N,"N, Y",Y
37-2019-00059363-CL-UD-CTL,Chula Vista,91913,11,2019,Court finding,Y,"N, Y",N
37-2019-00059383-CL-UD-CTL,San Diego,92154,11,2019,Court finding,Y,"Y, N",N
37-2019-00200172-CL-UD-CTL,,,10,2019,,N,,N
37-2019-00059455-CL-UD-CTL,San Diego,92101,11,2019,Default judgment by clerk,N,N,Y
37-2019-00059577-CL-UD-CTL,Lakeside,92040,11,2019,Default judgment by court,N,"Y, N",Y
37-2019-00059578-CL-UD-CTL,Bonita,91902,11,2019,Default judgment by court,N,"Y, N",Y
37-2019-00059586-CL-UD-CTL,San Diego,92105,11,2019,Default judgment by clerk,N,N,Y
