CASE NUMBER,CITY,ZIP,MONTH,YEAR,DISPO TYPE,ANSWER,MONEY JUDGMENT,DEFAULT
37-2018-00038653-CL-UD-CTL,San Diego,92101,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00038657-CL-UD-CTL,El Cajon,92019,8,2018,Default judgment by clerk,N,N,Y
37-2018-00038674-CL-UD-CTL,SAN DIEGO,92117,8,2018,Default judgment by clerk,N,N,Y
37-2018-00038678-CL-UD-CTL,San Diego,92105,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00038710-CL-UD-CTL,Escondido,92025,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00038734-CL-UD-CTL,San Diego,92115,8,2018,Default judgment by clerk,N,N,Y
37-2018-00038767-CL-UD-CTL,San Diego,92115,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00038772-CL-UD-CTL,San Diego,92139,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00038774-CL-UD-CTL,San Diego,92154,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00038784-CL-UD-CTL,San Diego,92105,8,2018,Court finding,Y,N,N
37-2018-00038789-CL-UD-CTL,Alpine,91901,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00038791-CL-UD-CTL,Lakeside,92040,8,2018,Default judgment by clerk,N,N,Y
37-2018-00038796-CL-UD-CTL,Chula Vista,91910,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00038801-CL-UD-CTL,San Diego,92129,8,2018,Request for Dismissal,N,N,Y
37-2018-00038809-CL-UD-CTL,Lakeside,92040,8,2018,Default judgment by clerk,N,N,Y
37-2018-00038825-CL-UD-CTL,San Diego,92154,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00038827-CL-UD-CTL,Oceanside,92056,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00038838-CL-UD-CTL,San Diego,92139,8,2018,Court finding,Y,"N, Y, N",Y
37-2018-00038844-CL-UD-CTL,San Diego,92115,8,2018,Default judgment by clerk,N,N,Y
37-2018-00038848-CL-UD-CTL,El Cajon,92020,8,2018,Default judgment by clerk,N,N,Y
37-2018-00038854-CL-UD-CTL,San Diego,92139,8,2018,Court finding,Y,"N, Y",N
37-2018-00038869-CL-UD-CTL,Oceanside,92058,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00038927-CL-UD-CTL,San Diego,92105,8,2018,Court finding,Y,"N, N",N
37-2018-00038963-CL-UD-CTL,San Diego,92106,8,2018,Default judgment by clerk,N,N,Y
37-2018-00038968-CL-UD-CTL,Chula Vista,91911,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00038976-CL-UD-CTL,El Cajon,92020,8,2018,Court finding,Y,"Y, N",N
37-2018-00038987-CL-UD-CTL,Oceanside,92058,8,2018,Court finding,Y,"N, Y, N",N
37-2018-00038991-CL-UD-CTL,San Diego,92106,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039014-CL-UD-CTL,San Diego,92120,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039022-CL-UD-CTL,San Diego,92101,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00039024-CL-UD-CTL,San Diego,92101,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039063-CL-UD-CTL,Escondido,92025,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039137-CL-UD-CTL,San Diego,92103,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00039206-CL-UD-CTL,Oceanside,92058,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039210-CL-UD-CTL,San Diego,92102,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00039217-CL-UD-CTL,La Mesa,91942,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00039230-CL-UD-CTL,Chula Vista,91915,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00039235-CL-UD-CTL,San Diego,92114,8,2018,Court finding,Y,N,N
37-2018-00039240-CL-UD-CTL,Santee,92071,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00039257-CL-UD-CTL,SAN DIEGO,92114,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039258-CL-UD-CTL,Escondido,92026,8,2018,Court finding,Y,"N, Y",N
37-2018-00039280-CL-UD-CTL,Vista,92084,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039286-CL-UD-CTL,Imperial Beach,91932,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039289-CL-UD-CTL,Escondido,92025,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00039294-CL-UD-CTL,San Diego,92115,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039305-CL-UD-CTL,El Cajon,92019,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039316-CL-UD-CTL,San Diego,92104,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039350-CL-UD-CTL,El Cajon,92020,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00039357-CL-UD-CTL,San Diego,92104,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00039365-CL-UD-CTL,National City,91950,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00039374-CL-UD-CTL,Spring Valley,91977,8,2018,Court finding,Y,N,Y
37-2018-00039385-CL-UD-CTL,Coronado,92118,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039411-CL-UD-CTL,Escondido,92025,8,2018,Court finding,Y,N,N
37-2018-00039427-CL-UD-CTL,Vista,92081,8,2018,Court finding,Y,"Y, N",N
37-2018-00039480-CL-UD-CTL,San Diego,92110,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00039507-CL-UD-CTL,Escondido,92025,8,2018,Court-ordered dismissal,N,N,Y
37-2018-00039508-CL-UD-CTL,San Diego,92116,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00039597-CL-UD-CTL,CHULA VISTA,91910,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039620-CL-UD-CTL,San Diego,92115,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039636-CL-UD-CTL,San Diego,92101,8,2018,Stipulated judgment,Y,N,N
37-2018-00039663-CL-UD-CTL,San Diego,92114,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039691-CL-UD-CTL,National City,91950,8,2018,Court finding,Y,"N, N, N",N
37-2018-00039760-CL-UD-CTL,Chula Vista,91911,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039762-CL-UD-CTL,San Diego,92115,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039764-CL-UD-CTL,Oceanside,92058,8,2018,Stipulated judgment,Y,N,N
37-2018-00039861-CL-UD-CTL,Ramona,92065,8,2018,Court finding,Y,Y,N
37-2018-00039883-CL-UD-CTL,Spring Valley,91978,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039915-CL-UD-CTL,San Diego,92114,8,2018,Court finding,Y,"Y, N",N
37-2018-00039978-CL-UD-CTL,Vista,92084,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039982-CL-UD-CTL,San Diego,92113,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00040004-CL-UD-CTL,Escondido,92026,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040103-CL-UD-CTL,ALPINE,91901,8,2018,Default judgment by clerk,N,N,N
37-2018-00040160-CL-UD-CTL,San Diego,92109,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00040165-CL-UD-CTL,San Diego,92105,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040168-CL-UD-CTL,San Diego,92107,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040173-CL-UD-CTL,San Diego,92110,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00040178-CL-UD-CTL,Chula Vista,91913,8,2018,Court finding,Y,"Y, N",N
37-2018-00200147-CL-UD-CTL,,,2,2018,,N,,N
37-2018-00040262-CL-UD-CTL,El Cajon,92021,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040291-CL-UD-CTL,Fallbrook,92028,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040300-CL-UD-CTL,Chula Vista,91911,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040320-CL-UD-CTL,San Diego,92154,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00040321-CL-UD-CTL,San Diego,92115,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00040327-CL-UD-CTL,San Diego,92154,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00040329-CL-UD-CTL,San Diego,92115,8,2018,Stipulated judgment,N,"Y, N, N",N
37-2018-00040330-CL-UD-CTL,San Diego,92154,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00040333-CL-UD-CTL,Vista,92084,8,2018,Request for Dismissal,N,N,Y
37-2018-00040334-CL-UD-CTL,La Mesa,91942,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00040357-CL-UD-CTL,San Diego,92117,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040361-CL-UD-CTL,Vista,92083,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00040364-CL-UD-CTL,San Diego,92114,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040371-CL-UD-CTL,Oceanside,92058,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00040380-CL-UD-CTL,Santee,92071,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040387-CL-UD-CTL,San Diego,92126,8,2018,Court finding,Y,"Y, Y, N",N
37-2018-00040502-CL-UD-CTL,San Diego,92104,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00040594-CL-UD-CTL,Lemon Grove,91945,8,2018,Court finding,Y,N,N
37-2018-00040601-CL-UD-CTL,Escondido,92027,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00040624-CL-UD-CTL,San Diego,92115,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00040644-CL-UD-CTL,San Diego,92101,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00040669-CL-UD-CTL,San Diego,92106,8,2018,Court finding,Y,"Y, Y, Y",Y
37-2018-00040675-CL-UD-CTL,Oceanside,92054,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040683-CL-UD-CTL,San Diego,92105,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040685-CL-UD-CTL,San Diego,92127,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00040706-CL-UD-CTL,San Diego,92130,8,2018,Request for Dismissal,N,N,Y
37-2018-00040716-CL-UD-CTL,SAN DIEGO,92103,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00040765-CL-UD-CTL,San Diego,92101,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040770-CL-UD-CTL,San Diego,92154,8,2018,Request for Dismissal,N,N,Y
37-2018-00040809-CL-UD-CTL,San Diego,92128,8,2018,Court finding,Y,"N, Y, Y",N
37-2018-00040824-CL-UD-CTL,El Cajon,92020,8,2018,Stipulated judgment,Y,N,N
37-2018-00040833-CL-UD-CTL,San Diego,92104,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040926-CL-UD-CTL,SAN DIEGO,92111,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040928-CL-UD-CTL,Escondido,92026,8,2018,Stipulated judgment,Y,N,N
37-2018-00040931-CL-UD-CTL,Lakeside,92040,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040937-CL-UD-CTL,San Diego,92117,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040938-CL-UD-CTL,SAN DIEGO,92105,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040948-CL-UD-CTL,La Jolla,92037,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00040949-CL-UD-CTL,El Cajon,92021,8,2018,Default judgment by clerk,N,N,Y
37-2018-00040986-CL-UD-CTL,San Diego,92124,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00040989-CL-UD-CTL,San Diego,92130,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00040990-CL-UD-CTL,Spring Valley,91978,8,2018,Court finding,Y,N,N
37-2018-00041013-CL-UD-CTL,La Mesa,91942,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00041017-CL-UD-CTL,San Diego,92101,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00041023-CL-UD-CTL,Carlsbad,92011,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041041-CL-UD-CTL,El Cajon,92019,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00041086-CL-UD-CTL,San Ysidro,92173,8,2018,Request for Dismissal,Y,,N
37-2018-00041092-CL-UD-CTL,San Diego,92105,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041105-CL-UD-CTL,Chula Vista,91915,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041107-CL-UD-CTL,Spring Valley,91977,8,2018,Stipulated judgment,Y,N,N
37-2018-00041134-CL-UD-CTL,Chula Vista,91910,8,2018,Court finding,Y,"N, Y",N
37-2018-00041155-CL-UD-CTL,SPRING VALLEY,91977,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041184-CL-UD-CTL,San Diego,92101,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00041196-CL-UD-CTL,San Diego,92126,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041228-CL-UD-CTL,Escondido,92026,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041235-CL-UD-CTL,Chula Vista,91910,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00041238-CL-UD-CTL,San Diego,92126,8,2018,Stipulated judgment,N,N,N
37-2018-00041327-CL-UD-CTL,SAN DIEGO,92139,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041339-CL-UD-CTL,IMPERIAL BEACH,91932,8,2018,Default judgment by clerk,Y,N,Y
37-2018-00041385-CL-UD-CTL,San Diego,92101,8,2018,Court finding,Y,N,N
37-2018-00041420-CL-UD-CTL,San Diego,92121,8,2018,Stipulated judgment,N,"N, N, Y",N
37-2018-00041426-CL-UD-CTL,San Diego,92109,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041459-CL-UD-CTL,Vista,92081,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00041498-CL-UD-CTL,El Cajon,92020,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041502-CL-UD-CTL,Vista,92084,8,2018,Court finding,Y,"Y, N, N",Y
37-2018-00041507-CL-UD-CTL,CAMPO,91906,8,2018,Stipulated judgment,N,N,N
37-2018-00041512-CL-UD-CTL,San Diego,92104,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041540-CL-UD-CTL,San Diego,92154,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00041546-CL-UD-CTL,National City,91950,8,2018,Court-ordered dismissal,N,N,Y
37-2018-00041565-CL-UD-CTL,San Diego,92127,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00041574-CL-UD-CTL,Fallbrook,92028,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00041577-CL-UD-CTL,Vista,92081,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00041593-CL-UD-CTL,San Diego,92105,8,2018,Court finding,Y,"N, N",N
37-2018-00041622-CL-UD-CTL,San Diego,92102,8,2018,Stipulated judgment,Y,N,N
37-2018-00041636-CL-UD-CTL,San Diego,92115,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00041655-CL-UD-CTL,San Diego,92122,8,2018,Default judgment by court,N,Y,Y
37-2018-00041677-CL-UD-CTL,El Cajon,92021,8,2018,,Y,N,N
37-2018-00041684-CL-UD-CTL,San Diego,92124,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00041705-CL-UD-CTL,Escondido,92025,8,2018,Stipulated judgment,Y,N,N
37-2018-00041714-CL-UD-CTL,San Diego,92104,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041716-CL-UD-CTL,Escondido,92025,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00041723-CL-UD-CTL,San Diego,92114,8,2018,Court finding,Y,N,N
37-2018-00041733-CL-UD-CTL,Chula Vista,91910,8,2018,Court finding,Y,"N, Y",N
37-2018-00041775-CL-UD-CTL,El Cajon,92020,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00041816-CL-UD-CTL,La Mesa,91942,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041837-CL-UD-CTL,San Diego,92104,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041884-CL-UD-CTL,SAN DIEGO,92154,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041904-CL-UD-CTL,OCEANSIDE,92058,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041945-CL-UD-CTL,San Diego,92114,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041954-CL-UD-CTL,San Diego,92117,8,2018,Court finding,Y,"N, Y",N
37-2018-00041964-CL-UD-CTL,San Diego,92126,8,2018,Default judgment by clerk,N,N,Y
37-2018-00041978-CL-UD-CTL,San Diego,92102,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00041984-CL-UD-CTL,Santee,92071,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00041985-CL-UD-CTL,Alpine,91901,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00041987-CL-UD-CTL,IMPERIAL BEACH,91932,8,2018,Default judgment by clerk,Y,N,Y
37-2018-00042026-CL-UD-CTL,SAN DIEGO,92130,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00042038-CL-UD-CTL,San Diego,92117,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00042068-CL-UD-CTL,SAN MARCOS,92069,8,2018,Stipulated judgment,Y,"N, N",N
37-2018-00042087-CL-UD-CTL,Carlsbad,92008,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042088-CL-UD-CTL,Escondido,92025,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00042092-CL-UD-CTL,San Diego,92105,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00042149-CL-UD-CTL,Oceanside,92056,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042170-CL-UD-CTL,Oceanside,92057,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00042173-CL-UD-CTL,Chula Vista,91910,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00042179-CL-UD-CTL,Carlsbad,92008,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042180-CL-UD-CTL,La Mesa,91942,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00042181-CL-UD-CTL,San Diego,92102,8,2018,Court finding,Y,Y,N
37-2018-00042194-CL-UD-CTL,San Diego,92131,8,2018,Court finding,Y,N,N
37-2018-00042201-CL-UD-CTL,Boulevard,91905,8,2018,Court finding,Y,"N, N",Y
37-2018-00042264-CL-UD-CTL,Chula Vista,91911,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00042278-CL-UD-CTL,Escondido,92026,8,2018,Court finding,Y,"Y, Y",N
37-2018-00042280-CL-UD-CTL,San Diego,92105,8,2018,Court finding,Y,"Y, N",Y
37-2018-00042282-CL-UD-CTL,San Diego,92111,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042286-CL-UD-CTL,San Marcos,92069,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042319-CL-UD-CTL,Solana Beach,92075,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00042397-CL-UD-CTL,La Jolla,92037,8,2018,Default judgment by court,N,"N, Y, N",N
37-2018-00042407-CL-UD-CTL,Imperial Beach,91932,8,2018,Stipulated judgment,Y,N,N
37-2018-00042416-CL-UD-CTL,Carlsbad,92008,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042425-CL-UD-CTL,San Diego,92108,8,2018,Court finding,Y,"N, Y, N",Y
37-2018-00042456-CL-UD-CTL,Oceanside,92054,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042492-CL-UD-CTL,San Diego,92101,8,2018,Court finding,Y,N,N
37-2018-00042499-CL-UD-CTL,San Diego,92101,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042500-CL-UD-CTL,SAN DIEGO,92127,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042504-CL-UD-CTL,El Cajon,92021,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042509-CL-UD-CTL,San Diego,92110,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00042510-CL-UD-CTL,San Diego,92108,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042516-CL-UD-CTL,Vista,92081,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00042520-CL-UD-CTL,Chula Vista,91913,8,2018,Court finding,Y,Y,N
37-2018-00042528-CL-UD-CTL,Escondido,92027,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00042531-CL-UD-CTL,Escondido,92025,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042535-CL-UD-CTL,San Diego,92115,8,2018,Court finding,Y,"Y, N, N",N
37-2018-00042538-CL-UD-CTL,Encinitas,92024,8,2018,Stipulated judgment,N,"N, Y, N",Y
37-2018-00042545-CL-UD-CTL,El Cajon,92020,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00042557-CL-UD-CTL,Ramona,92065,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00042565-CL-UD-CTL,San Diego,92108,8,2018,Request for Dismissal,Y,N,N
37-2018-00042579-CL-UD-CTL,Escondido,92027,8,2018,Court finding,Y,"Y, N",N
37-2018-00042581-CL-UD-CTL,San Diego,92115,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042584-CL-UD-CTL,Escondido,92027,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00042586-CL-UD-CTL,Escondido,92027,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00042593-CL-UD-CTL,San Diego,92101,8,2018,Court finding,Y,"N, Y",N
37-2018-00042594-CL-UD-CTL,San Diego,92101,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00042610-CL-UD-CTL,Oceanside,92054,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042660-CL-UD-CTL,El Cajon,92020,8,2018,Court finding,Y,N,Y
37-2018-00042662-CL-UD-CTL,Oceanside,92054,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00042663-CL-UD-CTL,San Diego,92154,8,2018,Court finding,Y,"N, Y, N",Y
37-2018-00042670-CL-UD-CTL,Vista,92083,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00042676-CL-UD-CTL,LA MESA,91942,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042691-CL-UD-CTL,Chula Vista,91913,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042692-CL-UD-CTL,San Diego,92101,8,2018,Court finding,Y,N,N
37-2018-00042733-CL-UD-CTL,EL CAJON,92020,8,2018,Default judgment by clerk,N,N,Y
37-2018-00042737-CL-UD-CTL,San Diego,92117,8,2018,Court finding,Y,"N, Y",N
37-2018-00042881-CL-UD-CTL,Alpine,91901,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00042926-CL-UD-CTL,San Diego,92107,8,2018,Court finding,N,"N, N",Y
37-2018-00042993-CL-UD-CTL,Oceanside,92054,8,2018,Court finding,Y,"N, N, Y",Y
37-2018-00042997-CL-UD-CTL,Fallbrook,92028,8,2018,Court finding,Y,"N, Y",Y
37-2018-00043002-CL-UD-CTL,Spring Valley,91977,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043020-CL-UD-CTL,El Cajon,92021,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043023-CL-UD-CTL,La Mesa,91941,8,2018,Court finding,Y,"Y, N",N
37-2018-00043029-CL-UD-CTL,San Diego,92122,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00043036-CL-UD-CTL,San Diego,92115,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00043040-CL-UD-CTL,Carlsbad,92008,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00043044-CL-UD-CTL,San Diego,92101,8,2018,Default judgment by court,N,"N, Y, N",Y
37-2018-00043047-CL-UD-CTL,Vista,92084,8,2018,Court-ordered dismissal,N,N,Y
37-2018-00043100-CL-UD-CTL,San Diego,92105,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00043117-CL-UD-CTL,Escondido,92027,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00043119-CL-UD-CTL,San Diego,92117,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00043123-CL-UD-CTL,San Diego,92154,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00043135-CL-UD-CTL,Escondido,92026,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00043148-CL-UD-CTL,El Cajon,92021,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00043155-CL-UD-CTL,National City,91950,8,2018,Court finding,Y,"N, Y",Y
37-2018-00043160-CL-UD-CTL,El Cajon,92020,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00043163-CL-UD-CTL,FALLBROOK,92028,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043177-CL-UD-CTL,Vista,92084,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043262-CL-UD-CTL,San Diego,92126,8,2018,Court finding,Y,"N, N",N
37-2018-00043300-CL-UD-CTL,La Jolla,92037,8,2018,Court finding,Y,N,N
37-2018-00043317-CL-UD-CTL,Santee,92071,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00043388-CL-UD-CTL,Chula Vista,91911,8,2018,Court finding,Y,"Y, N",N
37-2018-00043392-CL-UD-CTL,San Diego,92105,8,2018,Court-ordered dismissal,N,N,Y
37-2018-00043395-CL-UD-CTL,San Diego,92105,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043397-CL-UD-CTL,San Diego,92105,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043421-CL-UD-CTL,San Diego,92103,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00043427-CL-UD-CTL,San Diego,92105,8,2018,Court finding,Y,N,Y
37-2018-00043451-CL-UD-CTL,La Jolla,92037,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00043452-CL-UD-CTL,San Diego,92110,8,2018,Default judgment by court,N,"Y, N",Y
37-2018-00043460-CL-UD-CTL,Chula Vista,91913,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043473-CL-UD-CTL,Vista,92084,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043477-CL-UD-CTL,Oceanside,92057,8,2018,Default judgment by clerk,N,N,Y
37-2018-00200148-CL-UD-CTL,,,8,2018,,N,,N
37-2018-00043530-CL-UD-CTL,San Diego,92102,8,2018,Default judgment by court,N,"N, Y",Y
37-2018-00043538-CL-UD-CTL,Oceanside,92057,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043551-CL-UD-CTL,Chula Vista,91911,8,2018,Default judgment by court,N,"Y, N, Y",Y
37-2018-00043579-CL-UD-CTL,San Diego,92101,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043586-CL-UD-CTL,San Diego,92105,8,2018,Stipulated judgment,Y,N,N
37-2018-00043589-CL-UD-CTL,Escondido,92025,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043621-CL-UD-CTL,San Diego,92110,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043629-CL-UD-CTL,Spring Valley,91978,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043665-CL-UD-CTL,San Diego,92115,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043686-CL-UD-CTL,San Diego,92109,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043694-CL-UD-CTL,Escondido,92026,8,2018,Court finding,Y,N,N
37-2018-00043697-CL-UD-CTL,San Diego,92117,8,2018,Default judgment by clerk,N,N,Y
37-2018-00043722-CL-UD-CTL,San Diego,92110,8,2018,Default judgment by court,N,"N, Y",Y
